FR,69,77,79,77,80,94,68,94
LO,95,78,116,77,115,93,97,93
MO,69,114,80,114,81,131,67,131
SO,69,151,82,151,83,171,67,171
FR,100,153,117,152,117,172,101,172
QR,95,191,115,192,114,204,96,204
SR,68,221,86,221,85,230,67,229
SU,67,254,85,254,84,275,64,274
FR,97,260,117,260,115,275,97,277
MA,141,75,168,76,167,88,139,88
LH,133,96,148,98,148,109,133,109
MA,155,128,172,129,171,149,155,149
SO,133,191,145,191,146,205,132,204
MO,160,197,173,197,172,207,160,207
LO,158,218,172,219,172,241,155,241
QR,134,262,148,261,149,275,133,275
FR,159,261,173,261,174,277,160,277
MA,213,74,228,74,230,85,212,84
MA,187,96,199,97,200,110,187,109
MA,211,99,229,97,228,112,209,110
MA,216,152,229,151,227,171,214,172
MA,189,187,203,187,204,205,190,204
MA,189,222,202,221,203,233,189,233
MA,211,225,228,224,227,247,212,246
QR,187,274,193,274,194,279,187,280
MA,279,78,298,79,297,101,280,100
MA,249,102,267,102,266,115,249,115
MA,278,150,296,150,296,167,279,166
MA,249,182,264,184,265,204,247,204
MA,247,224,265,224,264,242,248,241
MA,279,224,297,224,297,242,279,242
MA,248,251,267,250,267,259,247,259
MA,246,267,266,266,267,278,246,277
SR,297,274,303,274,301,280,295,280
FR,316,77,326,77,327,94,315,94
LO,342,78,363,77,362,93,344,93
MO,316,114,327,114,328,131,314,131
SO,316,151,329,151,330,171,314,171
FR,347,153,364,152,364,172,348,172
QR,342,191,362,192,361,204,343,204
SR,315,221,333,221,332,230,314,229
SU,314,254,332,254,331,275,311,274
FR,344,260,364,260,362,275,344,277
MA,388,75,415,76,414,88,386,88
LH,380,96,395,98,395,109,380,109
MA,402,128,419,129,418,149,402,149
SO,380,191,392,191,393,205,379,204
MO,407,197,420,197,419,207,407,207
LO,405,218,419,219,419,241,402,241
QR,381,262,395,261,396,275,380,275
FR,406,261,420,261,421,277,407,277
MA,460,74,475,74,477,85,459,84
MA,434,96,446,97,447,110,434,109
MA,458,99,476,97,475,112,456,110
MA,463,152,476,151,474,171,461,172
MA,436,187,450,187,451,205,437,204
MA,436,222,449,221,450,233,436,233
MA,458,225,475,224,474,247,459,246
QR,434,274,440,274,441,279,434,280
MA,526,78,545,79,544,101,527,100
MA,496,102,514,102,513,115,496,115
MA,525,150,543,150,543,167,526,166
MA,496,182,511,184,512,204,494,204
MA,494,224,512,224,511,242,495,241
MA,526,224,544,224,544,242,526,242
MA,495,251,514,250,514,259,494,259
MA,493,267,513,266,514,278,493,277
SR,544,274,550,274,548,280,542,280
